"","gutenberg_id","text"
"1617",1661,"heavier inbreath of the bulky jones from the thin , sighing note"
"1618",1661,"of the bank director . from my position i could look over the case"
"1619",1661,"in the direction of the floor . suddenly my eyes caught the glint"
"1620",1661,"of a light ."
"1621",1661,"at first it was but a lurid spark upon the stone pavement . then"
"1622",1661,"it lengthened out until it became a yellow line , and then ,"
"1623",1661,"without any warning or sound , a gash seemed to open and a hand"
"1624",1661,"appeared , a white , almost womanly hand , which felt about in the"
"1625",1661,"centre of the little area of light . for a minute or more the"
"1626",1661,"hand , with its writhing fingers , protruded out of the floor . then"
"1627",1661,"it was withdrawn as suddenly as it appeared , and all was dark"
"1628",1661,"again save the single lurid spark which marked a chink between"
"1629",1661,"the stones ."
"1630",1661,"its disappearance , however , was but momentary . with a rending ,"
"1631",1661,"tearing sound , one of the broad , white stones turned over upon"
"1632",1661,"its side and left a square , gaping hole , through which streamed"
"1633",1661,"the light of a lantern . over the edge there peeped a cleancut ,"
"1634",1661,"boyish face , which looked keenly about it , and then , with a hand"
"1635",1661,"on either side of the aperture , drew itself shoulderhigh and"
"1636",1661,"waisthigh , until one knee rested upon the edge . in another"
"1637",1661,"instant he stood at the side of the hole and was hauling after"
"1638",1661,"him a companion , lithe and small like himself , with a pale face"
"1639",1661,"and a shock of very red hair ."
"1640",1661,"its all clear , he whispered . have you the chisel and the"
"1641",1661,"bags great scott ! jump , archie , jump , and ill swing for it !"
"1642",1661,"sherlock holmes had sprung out and seized the intruder by the"
"1643",1661,"collar . the other dived down the hole , and i heard the sound of"
"1644",1661,"rending cloth as jones clutched at his skirts . the light flashed"
"1645",1661,"upon the barrel of a revolver , but holmes hunting crop came"
"1646",1661,"down on the mans wrist , and the pistol clinked upon the stone"
"1647",1661,"floor ."
"1648",1661,"its no use , john clay , said holmes blandly . you have no"
"1649",1661,"chance at all ."
"1650",1661,"so i see , the other answered with the utmost coolness . i fancy"
"1651",1661,"that my pal is all right , though i see you have got his"
"1652",1661,"coattails ."
"1653",1661,"there are three men waiting for him at the door , said holmes ."
"1654",1661,"oh , indeed ! you seem to have done the thing very completely . i"
"1655",1661,"must compliment you ."
"1656",1661,"and i you , holmes answered . your redheaded idea was very new"
"1657",1661,"and effective ."
"1658",1661,"youll see your pal again presently , said jones . hes quicker"
"1659",1661,"at climbing down holes than i am . just hold out while i fix the"
"1660",1661,"derbies ."
"1661",1661,"i beg that you will not touch me with your filthy hands ,"
"1662",1661,"remarked our prisoner as the handcuffs clattered upon his wrists ."
"1663",1661,"you may not be aware that i have royal blood in my veins . have"
"1664",1661,"the goodness , also , when you address me always to say sir and"
"1665",1661,"please ."
"1666",1661,"all right , said jones with a stare and a snigger . well , would"
"1667",1661,"you please , sir , march upstairs , where we can get a cab to carry"
"1668",1661,"your highness to the policestation"
"1669",1661,"that is better , said john clay serenely . he made a sweeping bow"
"1670",1661,"to the three of us and walked quietly off in the custody of the"
"1671",1661,"detective ."
"1672",1661,"really , mister holmes , said mister merryweather as we followed them"
"1673",1661,"from the cellar , i do not know how the bank can thank you or"
"1674",1661,"repay you . there is no doubt that you have detected and defeated"
"1675",1661,"in the most complete manner one of the most determined attempts"
"1676",1661,"at bank robbery that have ever come within my experience ."
"1677",1661,"i have had one or two little scores of my own to settle with mister"
"1678",1661,"john clay , said holmes . i have been at some small expense over"
"1679",1661,"this matter , which i shall expect the bank to refund , but beyond"
"1680",1661,"that i am amply repaid by having had an experience which is in"
"1681",1661,"many ways unique , and by hearing the very remarkable narrative of"
"1682",1661,"the redheaded league ."
"1683",1661,"you see , watson , he explained in the early hours of the morning"
"1684",1661,"as we sat over a glass of whisky and soda in baker street , it"
"1685",1661,"was perfectly obvious from the first that the only possible"
"1686",1661,"object of this rather fantastic business of the advertisement of"
"1687",1661,"the league , and the copying of the encyclopaedia , must be to get"
"1688",1661,"this not overbright pawnbroker out of the way for a number of"
"1689",1661,"hours every day . it was a curious way of managing it , but ,"
"1690",1661,"really , it would be difficult to suggest a better . the method was"
"1691",1661,"no doubt suggested to clays ingenious mind by the colour of his"
"1692",1661,"accomplices hair . the pounds a week was a lure which must draw"
"1693",1661,"him , and what was it to them , who were playing for thousands"
"1694",1661,"they put in the advertisement , one rogue has the temporary"
"1695",1661,"office , the other rogue incites the man to apply for it , and"
"1696",1661,"together they manage to secure his absence every morning in the"
"1697",1661,"week . from the time that i heard of the assistant having come for"
"1698",1661,"half wages , it was obvious to me that he had some strong motive"
"1699",1661,"for securing the situation ."
"1700",1661,"but how could you guess what the motive was"
"1701",1661,"had there been women in the house , i should have suspected a"
"1702",1661,"mere vulgar intrigue . that , however , was out of the question . the"
"1703",1661,"mans business was a small one , and there was nothing in his"
"1704",1661,"house which could account for such elaborate preparations , and"
"1705",1661,"such an expenditure as they were at . it must , then , be something"
"1706",1661,"out of the house . what could it be i thought of the assistants"
"1707",1661,"fondness for photography , and his trick of vanishing into the"
"1708",1661,"cellar . the cellar ! there was the end of this tangled clue . then"
"1709",1661,"i made inquiries as to this mysterious assistant and found that i"
"1710",1661,"had to deal with one of the coolest and most daring criminals in"
"1711",1661,"london . he was doing something in the cellar something which"
"1712",1661,"took many hours a day for months on end . what could it be , once"
"1713",1661,"more i could think of nothing save that he was running a tunnel"
"1714",1661,"to some other building ."
"1715",1661,"so far i had got when we went to visit the scene of action . i"
"1716",1661,"surprised you by beating upon the pavement with my stick . i was"
"1717",1661,"ascertaining whether the cellar stretched out in front or behind ."
"1718",1661,"it was not in front . then i rang the bell , and , as i hoped , the"
"1719",1661,"assistant answered it . we have had some skirmishes , but we had"
"1720",1661,"never set eyes upon each other before . i hardly looked at his"
"1721",1661,"face . his knees were what i wished to see . you must yourself have"
"1722",1661,"remarked how worn , wrinkled , and stained they were . they spoke of"
"1723",1661,"those hours of burrowing . the only remaining point was what they"
"1724",1661,"were burrowing for . i walked round the corner , saw the city and"
"1725",1661,"suburban bank abutted on our friends premises , and felt that i"
"1726",1661,"had solved my problem . when you drove home after the concert i"
"1727",1661,"called upon scotland yard and upon the chairman of the bank"
"1728",1661,"directors , with the result that you have seen ."
"1729",1661,"and how could you tell that they would make their attempt"
"1730",1661,"tonight i asked ."
"1731",1661,"well , when they closed their league offices that was a sign that"
"1732",1661,"they cared no longer about mister jabez wilsons presence in other"
"1733",1661,"words , that they had completed their tunnel . but it was essential"
"1734",1661,"that they should use it soon , as it might be discovered , or the"
"1735",1661,"bullion might be removed . saturday would suit them better than"
"1736",1661,"any other day , as it would give them two days for their escape ."
"1737",1661,"for all these reasons i expected them to come tonight ."
"1738",1661,"you reasoned it out beautifully , i exclaimed in unfeigned"
"1739",1661,"admiration . it is so long a chain , and yet every link rings"
"1740",1661,"true ."
"1741",1661,"it saved me from ennui , he answered , yawning . alas ! i already"
"1742",1661,"feel it closing in upon me . my life is spent in one long effort"
"1743",1661,"to escape from the commonplaces of existence . these little"
"1744",1661,"problems help me to do so ."
"1745",1661,"and you are a benefactor of the race , said i ."
"1746",1661,"he shrugged his shoulders . well , perhaps , after all , it is of"
"1747",1661,"some little use , he remarked . lhomme cest rien loeuvre"
"1748",1661,"cest tout , as gustave flaubert wrote to george sand ."
"1749",1661,"my dear fellow , said sherlock holmes as we sat on either side"
"1750",1661,"of the fire in his lodgings at baker street , life is infinitely"
"1751",1661,"stranger than anything which the mind of man could invent . we"
"1752",1661,"would not dare to conceive the things which are really mere"
"1753",1661,"commonplaces of existence . if we could fly out of that window"
"1754",1661,"hand in hand , hover over this great city , gently remove the"
"1755",1661,"roofs , and peep in at the queer things which are going on , the"
"1756",1661,"strange coincidences , the plannings , the crosspurposes , the"
"1757",1661,"wonderful chains of events , working through generations , and"
"1758",1661,"leading to the most outre results , it would make all fiction with"
"1759",1661,"its conventionalities and foreseen conclusions most stale and"
"1760",1661,"unprofitable ."
"1761",1661,"and yet i am not convinced of it , i answered . the cases which"
"1762",1661,"come to light in the papers are , as a rule , bald enough , and"
"1763",1661,"vulgar enough . we have in our police reports realism pushed to"
"1764",1661,"its extreme limits , and yet the result is , it must be confessed ,"
"1765",1661,"neither fascinating nor artistic ."
"1766",1661,"a certain selection and discretion must be used in producing a"
"1767",1661,"realistic effect , remarked holmes . this is wanting in the"
"1768",1661,"police report , where more stress is laid , perhaps , upon the"
"1769",1661,"platitudes of the magistrate than upon the details , which to an"
"1770",1661,"observer contain the vital essence of the whole matter . depend"
"1771",1661,"upon it , there is nothing so unnatural as the commonplace ."
"1772",1661,"i smiled and shook my head . i can quite understand your thinking"
"1773",1661,"so , i said . of course , in your position of unofficial adviser"
"1774",1661,"and helper to everybody who is absolutely puzzled , throughout"
"1775",1661,"three continents , you are brought in contact with all that is"
"1776",1661,"strange and bizarre . but here i picked up the morning paper"
"1777",1661,"from the ground let us put it to a practical test . here is the"
"1778",1661,"first heading upon which i come . a husbands cruelty to his"
"1779",1661,"wife . there is half a column of print , but i know without"
"1780",1661,"reading it that it is all perfectly familiar to me . there is , of"
"1781",1661,"course , the other woman , the drink , the push , the blow , the"
"1782",1661,"bruise , the sympathetic sister or landlady . the crudest of"
"1783",1661,"writers could invent nothing more crude ."
"1784",1661,"indeed , your example is an unfortunate one for your argument ,"
"1785",1661,"said holmes , taking the paper and glancing his eye down it . this"
"1786",1661,"is the dundas separation case , and , as it happens , i was engaged"
"1787",1661,"in clearing up some small points in connection with it . the"
"1788",1661,"husband was a teetotaler , there was no other woman , and the"
"1789",1661,"conduct complained of was that he had drifted into the habit of"
"1790",1661,"winding up every meal by taking out his false teeth and hurling"
"1791",1661,"them at his wife , which , you will allow , is not an action likely"
"1792",1661,"to occur to the imagination of the average storyteller . take a"
"1793",1661,"pinch of snuff , doctor , and acknowledge that i have scored over"
"1794",1661,"you in your example ."
"1795",1661,"he held out his snuffbox of old gold , with a great amethyst in"
"1796",1661,"the centre of the lid . its splendour was in such contrast to his"
"1797",1661,"homely ways and simple life that i could not help commenting upon"
"1798",1661,"it ."
"1799",1661,"ah , said he , i forgot that i had not seen you for some weeks ."
"1800",1661,"it is a little souvenir from the king of bohemia in return for my"
"1801",1661,"assistance in the case of the irene adler papers ."
"1802",1661,"and the ring i asked , glancing at a remarkable brilliant which"
"1803",1661,"sparkled upon his finger ."
"1804",1661,"it was from the reigning family of holland , though the matter in"
"1805",1661,"which i served them was of such delicacy that i cannot confide it"
"1806",1661,"even to you , who have been good enough to chronicle one or two of"
"1807",1661,"my little problems ."
"1808",1661,"and have you any on hand just now i asked with interest ."
"1809",1661,"some ten or twelve , but none which present any feature of"
"1810",1661,"interest . they are important , you understand , without being"
"1811",1661,"interesting . indeed , i have found that it is usually in"
"1812",1661,"unimportant matters that there is a field for the observation ,"
"1813",1661,"and for the quick analysis of cause and effect which gives the"
"1814",1661,"charm to an investigation . the larger crimes are apt to be the"
"1815",1661,"simpler , for the bigger the crime the more obvious , as a rule , is"
"1816",1661,"the motive . in these cases , save for one rather intricate matter"
"1817",1661,"which has been referred to me from marseilles , there is nothing"
"1818",1661,"which presents any features of interest . it is possible , however ,"
"1819",1661,"that i may have something better before very many minutes are"
"1820",1661,"over , for this is one of my clients , or i am much mistaken ."
"1821",1661,"he had risen from his chair and was standing between the parted"
"1822",1661,"blinds gazing down into the dull neutraltinted london street ."
"1823",1661,"looking over his shoulder , i saw that on the pavement opposite"
"1824",1661,"there stood a large woman with a heavy fur boa round her neck ,"
"1825",1661,"and a large curling red feather in a broadbrimmed hat which was"
"1826",1661,"tilted in a coquettish duchess of devonshire fashion over her"
"1827",1661,"ear . from under this great panoply she peeped up in a nervous ,"
"1828",1661,"hesitating fashion at our windows , while her body oscillated"
"1829",1661,"backward and forward , and her fingers fidgeted with her glove"
"1830",1661,"buttons . suddenly , with a plunge , as of the swimmer who leaves"
"1831",1661,"the bank , she hurried across the road , and we heard the sharp"
"1832",1661,"clang of the bell ."
"1833",1661,"i have seen those symptoms before , said holmes , throwing his"
"1834",1661,"cigarette into the fire . oscillation upon the pavement always"
"1835",1661,"means an affaire de coeur . she would like advice , but is not sure"
"1836",1661,"that the matter is not too delicate for communication . and yet"
"1837",1661,"even here we may discriminate . when a woman has been seriously"
"1838",1661,"wronged by a man she no longer oscillates , and the usual symptom"
"1839",1661,"is a broken bell wire . here we may take it that there is a love"
"1840",1661,"matter , but that the maiden is not so much angry as perplexed , or"
"1841",1661,"grieved . but here she comes in person to resolve our doubts ."
"1842",1661,"as he spoke there was a tap at the door , and the boy in buttons"
"1843",1661,"entered to announce miss mary sutherland , while the lady herself"
"1844",1661,"loomed behind his small black figure like a fullsailed"
"1845",1661,"merchantman behind a tiny pilot boat . sherlock holmes welcomed"
"1846",1661,"her with the easy courtesy for which he was remarkable , and ,"
"1847",1661,"having closed the door and bowed her into an armchair , he looked"
"1848",1661,"her over in the minute and yet abstracted fashion which was"
"1849",1661,"peculiar to him ."
"1850",1661,"do you not find , he said , that with your short sight it is a"
"1851",1661,"little trying to do so much typewriting"
"1852",1661,"i did at first , she answered , but now i know where the letters"
"1853",1661,"are without looking . then , suddenly realising the full purport"
"1854",1661,"of his words , she gave a violent start and looked up , with fear"
"1855",1661,"and astonishment upon her broad , goodhumoured face . youve"
"1856",1661,"heard about me , mister holmes , she cried , else how could you know"
"1857",1661,"all that"
"1858",1661,"never mind , said holmes , laughing it is my business to know"
"1859",1661,"things . perhaps i have trained myself to see what others"
"1860",1661,"overlook . if not , why should you come to consult me"
"1861",1661,"i came to you , sir , because i heard of you from mistress etherege ,"
"1862",1661,"whose husband you found so easy when the police and everyone had"
"1863",1661,"given him up for dead . oh , mister holmes , i wish you would do as"
"1864",1661,"much for me . im not rich , but still i have a hundred a year in"
"1865",1661,"my own right , besides the little that i make by the machine , and"
"1866",1661,"i would give it all to know what has become of mister hosmer angel ."
"1867",1661,"why did you come away to consult me in such a hurry asked"
"1868",1661,"sherlock holmes , with his fingertips together and his eyes to"
"1869",1661,"the ceiling ."
"1870",1661,"again a startled look came over the somewhat vacuous face of miss"
"1871",1661,"mary sutherland . yes , i did bang out of the house , she said ,"
"1872",1661,"for it made me angry to see the easy way in which mister"
"1873",1661,"windibank that is , my fathertook it all . he would not go to"
"1874",1661,"the police , and he would not go to you , and so at last , as he"
"1875",1661,"would do nothing and kept on saying that there was no harm done ,"
"1876",1661,"it made me mad , and i just on with my things and came right away"
"1877",1661,"to you ."
"1878",1661,"your father , said holmes , your stepfather , surely , since the"
"1879",1661,"name is different ."
"1880",1661,"yes , my stepfather . i call him father , though it sounds funny ,"
"1881",1661,"too , for he is only five years and two months older than myself ."
"1882",1661,"and your mother is alive"
"1883",1661,"oh , yes , mother is alive and well . i wasnt best pleased , mister"
"1884",1661,"holmes , when she married again so soon after fathers death , and"
"1885",1661,"a man who was nearly fifteen years younger than herself . father"
"1886",1661,"was a plumber in the tottenham court road , and he left a tidy"
"1887",1661,"business behind him , which mother carried on with mister hardy , the"
"1888",1661,"foreman but when mister windibank came he made her sell the"
"1889",1661,"business , for he was very superior , being a traveller in wines ."
"1890",1661,"they got pounds for the goodwill and interest , which wasnt"
"1891",1661,"near as much as father could have got if he had been alive ."
"1892",1661,"i had expected to see sherlock holmes impatient under this"
"1893",1661,"rambling and inconsequential narrative , but , on the contrary , he"
"1894",1661,"had listened with the greatest concentration of attention ."
"1895",1661,"your own little income , he asked , does it come out of the"
"1896",1661,"business"
"1897",1661,"oh , no , sir . it is quite separate and was left me by my uncle"
"1898",1661,"ned in auckland . it is in new zealand stock , paying per"
"1899",1661,"cent . two thousand five hundred pounds was the amount , but i can"
"1900",1661,"only touch the interest ."
"1901",1661,"you interest me extremely , said holmes . and since you draw so"
"1902",1661,"large a sum as a hundred a year , with what you earn into the"
"1903",1661,"bargain , you no doubt travel a little and indulge yourself in"
"1904",1661,"every way . i believe that a single lady can get on very nicely"
"1905",1661,"upon an income of about pounds ."
"1906",1661,"i could do with much less than that , mister holmes , but you"
"1907",1661,"understand that as long as i live at home i dont wish to be a"
"1908",1661,"burden to them , and so they have the use of the money just while"
"1909",1661,"i am staying with them . of course , that is only just for the"
"1910",1661,"time . mister windibank draws my interest every quarter and pays it"
"1911",1661,"over to mother , and i find that i can do pretty well with what i"
"1912",1661,"earn at typewriting . it brings me twopence a sheet , and i can"
"1913",1661,"often do from fifteen to twenty sheets in a day ."
"1914",1661,"you have made your position very clear to me , said holmes ."
"1915",1661,"this is my friend , dr . watson , before whom you can speak as"
"1916",1661,"freely as before myself . kindly tell us now all about your"
"1917",1661,"connection with mister hosmer angel ."
"1918",1661,"a flush stole over miss sutherlands face , and she picked"
"1919",1661,"nervously at the fringe of her jacket . i met him first at the"
"1920",1661,"gasfitters ball , she said . they used to send father tickets"
"1921",1661,"when he was alive , and then afterwards they remembered us , and"
"1922",1661,"sent them to mother . mister windibank did not wish us to go . he"
"1923",1661,"never did wish us to go anywhere . he would get quite mad if i"
"1924",1661,"wanted so much as to join a sundayschool treat . but this time i"
"1925",1661,"was set on going , and i would go for what right had he to"
"1926",1661,"prevent he said the folk were not fit for us to know , when all"
"1927",1661,"fathers friends were to be there . and he said that i had nothing"
"1928",1661,"fit to wear , when i had my purple plush that i had never so much"
"1929",1661,"as taken out of the drawer . at last , when nothing else would do ,"
"1930",1661,"he went off to france upon the business of the firm , but we went ,"
"1931",1661,"mother and i , with mister hardy , who used to be our foreman , and it"
"1932",1661,"was there i met mister hosmer angel ."
"1933",1661,"i suppose , said holmes , that when mister windibank came back from"
"1934",1661,"france he was very annoyed at your having gone to the ball ."
"1935",1661,"oh , well , he was very good about it . he laughed , i remember , and"
"1936",1661,"shrugged his shoulders , and said there was no use denying"
"1937",1661,"anything to a woman , for she would have her way ."
"1938",1661,"i see . then at the gasfitters ball you met , as i understand , a"
"1939",1661,"gentleman called mister hosmer angel ."
"1940",1661,"yes , sir . i met him that night , and he called next day to ask if"
"1941",1661,"we had got home all safe , and after that we met him that is to"
"1942",1661,"say , mister holmes , i met him twice for walks , but after that father"
"1943",1661,"came back again , and mister hosmer angel could not come to the house"
"1944",1661,"any more ."
"1945",1661,"no"
"1946",1661,"well , you know father didnt like anything of the sort . he"
"1947",1661,"wouldnt have any visitors if he could help it , and he used to"
"1948",1661,"say that a woman should be happy in her own family circle . but"
"1949",1661,"then , as i used to say to mother , a woman wants her own circle to"
"1950",1661,"begin with , and i had not got mine yet ."
"1951",1661,"but how about mister hosmer angel did he make no attempt to see"
"1952",1661,"you"
"1953",1661,"well , father was going off to france again in a week , and hosmer"
"1954",1661,"wrote and said that it would be safer and better not to see each"
"1955",1661,"other until he had gone . we could write in the meantime , and he"
"1956",1661,"used to write every day . i took the letters in in the morning , so"
"1957",1661,"there was no need for father to know ."
"1958",1661,"were you engaged to the gentleman at this time"
"1959",1661,"oh , yes , mister holmes . we were engaged after the first walk that"
"1960",1661,"we took . hosmer mister angelwas a cashier in an office in"
"1961",1661,"leadenhall street and"
"1962",1661,"what office"
"1963",1661,"thats the worst of it , mister holmes , i dont know ."
"1964",1661,"where did he live , then"
"1965",1661,"he slept on the premises ."
"1966",1661,"and you dont know his address"
"1967",1661,"no except that it was leadenhall street ."
"1968",1661,"where did you address your letters , then"
"1969",1661,"to the leadenhall street post office , to be left till called"
"1970",1661,"for . he said that if they were sent to the office he would be"
"1971",1661,"chaffed by all the other clerks about having letters from a lady ,"
"1972",1661,"so i offered to typewrite them , like he did his , but he wouldnt"
"1973",1661,"have that , for he said that when i wrote them they seemed to come"
"1974",1661,"from me , but when they were typewritten he always felt that the"
"1975",1661,"machine had come between us . that will just show you how fond he"
"1976",1661,"was of me , mister holmes , and the little things that he would think"
"1977",1661,"of ."
"1978",1661,"it was most suggestive , said holmes . it has long been an axiom"
"1979",1661,"of mine that the little things are infinitely the most important ."
"1980",1661,"can you remember any other little things about mister hosmer angel"
"1981",1661,"he was a very shy man , mister holmes . he would rather walk with me"
"1982",1661,"in the evening than in the daylight , for he said that he hated to"
"1983",1661,"be conspicuous . very retiring and gentlemanly he was . even his"
"1984",1661,"voice was gentle . hed had the quinsy and swollen glands when he"
"1985",1661,"was young , he told me , and it had left him with a weak throat ,"
"1986",1661,"and a hesitating , whispering fashion of speech . he was always"
"1987",1661,"well dressed , very neat and plain , but his eyes were weak , just"
"1988",1661,"as mine are , and he wore tinted glasses against the glare ."
"1989",1661,"well , and what happened when mister windibank , your stepfather ,"
"1990",1661,"returned to france"
"1991",1661,"mister hosmer angel came to the house again and proposed that we"
"1992",1661,"should marry before father came back . he was in dreadful earnest"
"1993",1661,"and made me swear , with my hands on the testament , that whatever"
"1994",1661,"happened i would always be true to him . mother said he was quite"
"1995",1661,"right to make me swear , and that it was a sign of his passion ."
"1996",1661,"mother was all in his favour from the first and was even fonder"
"1997",1661,"of him than i was . then , when they talked of marrying within the"
"1998",1661,"week , i began to ask about father but they both said never to"
"1999",1661,"mind about father , but just to tell him afterwards , and mother"
"2000",1661,"said she would make it all right with him . i didnt quite like"
"2001",1661,"that , mister holmes . it seemed funny that i should ask his leave , as"
"2002",1661,"he was only a few years older than me but i didnt want to do"
"2003",1661,"anything on the sly , so i wrote to father at bordeaux , where the"
"2004",1661,"company has its french offices , but the letter came back to me on"
"2005",1661,"the very morning of the wedding ."
"2006",1661,"it missed him , then"
"2007",1661,"yes , sir for he had started to england just before it arrived ."
"2008",1661,"ha ! that was unfortunate . your wedding was arranged , then , for"
"2009",1661,"the friday . was it to be in church"
"2010",1661,"yes , sir , but very quietly . it was to be at st . saviours , near"
"2011",1661,"kings cross , and we were to have breakfast afterwards at the st ."
"2012",1661,"pancras hotel . hosmer came for us in a hansom , but as there were"
"2013",1661,"two of us he put us both into it and stepped himself into a"
"2014",1661,"fourwheeler , which happened to be the only other cab in the"
"2015",1661,"street . we got to the church first , and when the fourwheeler"
"2016",1661,"drove up we waited for him to step out , but he never did , and"
"2017",1661,"when the cabman got down from the box and looked there was no one"
"2018",1661,"there ! the cabman said that he could not imagine what had become"
"2019",1661,"of him , for he had seen him get in with his own eyes . that was"
"2020",1661,"last friday , mister holmes , and i have never seen or heard anything"
"2021",1661,"since then to throw any light upon what became of him ."
"2022",1661,"it seems to me that you have been very shamefully treated , said"
"2023",1661,"holmes ."
"2024",1661,"oh , no , sir ! he was too good and kind to leave me so . why , all"
"2025",1661,"the morning he was saying to me that , whatever happened , i was to"
"2026",1661,"be true and that even if something quite unforeseen occurred to"
"2027",1661,"separate us , i was always to remember that i was pledged to him ,"
"2028",1661,"and that he would claim his pledge sooner or later . it seemed"
"2029",1661,"strange talk for a weddingmorning , but what has happened since"
"2030",1661,"gives a meaning to it ."
"2031",1661,"most certainly it does . your own opinion is , then , that some"
"2032",1661,"unforeseen catastrophe has occurred to him"
"2033",1661,"yes , sir . i believe that he foresaw some danger , or else he"
"2034",1661,"would not have talked so . and then i think that what he foresaw"
"2035",1661,"happened ."
"2036",1661,"but you have no notion as to what it could have been"
"2037",1661,"none ."
"2038",1661,"one more question . how did your mother take the matter"
"2039",1661,"she was angry , and said that i was never to speak of the matter"
"2040",1661,"again ."
"2041",1661,"and your father did you tell him"
"2042",1661,"yes and he seemed to think , with me , that something had"
"2043",1661,"happened , and that i should hear of hosmer again . as he said ,"
"2044",1661,"what interest could anyone have in bringing me to the doors of"
"2045",1661,"the church , and then leaving me now , if he had borrowed my"
"2046",1661,"money , or if he had married me and got my money settled on him ,"
"2047",1661,"there might be some reason , but hosmer was very independent about"
"2048",1661,"money and never would look at a shilling of mine . and yet , what"
"2049",1661,"could have happened and why could he not write oh , it drives me"
"2050",1661,"halfmad to think of it , and i cant sleep a wink at night . she"
"2051",1661,"pulled a little handkerchief out of her muff and began to sob"
"2052",1661,"heavily into it ."
"2053",1661,"i shall glance into the case for you , said holmes , rising , and"
"2054",1661,"i have no doubt that we shall reach some definite result . let the"
"2055",1661,"weight of the matter rest upon me now , and do not let your mind"
"2056",1661,"dwell upon it further . above all , try to let mister hosmer angel"
"2057",1661,"vanish from your memory , as he has done from your life ."
"2058",1661,"then you dont think ill see him again"
"2059",1661,"i fear not ."
"2060",1661,"then what has happened to him"
"2061",1661,"you will leave that question in my hands . i should like an"
"2062",1661,"accurate description of him and any letters of his which you can"
"2063",1661,"spare ."
"2064",1661,"i advertised for him in last saturdays chronicle , said she ."
"2065",1661,"here is the slip and here are four letters from him ."
"2066",1661,"thank you . and your address"
"2067",1661,"no . lyon place , camberwell ."
"2068",1661,"mister angels address you never had , i understand . where is your"
"2069",1661,"fathers place of business"
"2070",1661,"he travels for westhouse marbank , the great claret importers"
"2071",1661,"of fenchurch street ."
"2072",1661,"thank you . you have made your statement very clearly . you will"
"2073",1661,"leave the papers here , and remember the advice which i have given"
"2074",1661,"you . let the whole incident be a sealed book , and do not allow it"
"2075",1661,"to affect your life ."
"2076",1661,"you are very kind , mister holmes , but i cannot do that . i shall be"
"2077",1661,"true to hosmer . he shall find me ready when he comes back ."
"2078",1661,"for all the preposterous hat and the vacuous face , there was"
"2079",1661,"something noble in the simple faith of our visitor which"
"2080",1661,"compelled our respect . she laid her little bundle of papers upon"
"2081",1661,"the table and went her way , with a promise to come again whenever"
"2082",1661,"she might be summoned ."
"2083",1661,"sherlock holmes sat silent for a few minutes with his fingertips"
"2084",1661,"still pressed together , his legs stretched out in front of him ,"
"2085",1661,"and his gaze directed upward to the ceiling . then he took down"
"2086",1661,"from the rack the old and oily clay pipe , which was to him as a"
"2087",1661,"counsellor , and , having lit it , he leaned back in his chair , with"
"2088",1661,"the thick blue cloudwreaths spinning up from him , and a look of"
"2089",1661,"infinite languor in his face ."
"2090",1661,"quite an interesting study , that maiden , he observed . i found"
"2091",1661,"her more interesting than her little problem , which , by the way ,"
"2092",1661,"is rather a trite one . you will find parallel cases , if you"
"2093",1661,"consult my index , in andover in  , and there was something of"
"2094",1661,"the sort at the hague last year . old as is the idea , however ,"
"2095",1661,"there were one or two details which were new to me . but the"
"2096",1661,"maiden herself was most instructive ."
"2097",1661,"you appeared to read a good deal upon her which was quite"
"2098",1661,"invisible to me , i remarked ."
"2099",1661,"not invisible but unnoticed , watson . you did not know where to"
"2100",1661,"look , and so you missed all that was important . i can never bring"
"2101",1661,"you to realise the importance of sleeves , the suggestiveness of"
"2102",1661,"thumbnails , or the great issues that may hang from a bootlace ."
"2103",1661,"now , what did you gather from that womans appearance describe"
"2104",1661,"it ."
"2105",1661,"well , she had a slatecoloured , broadbrimmed straw hat , with a"
"2106",1661,"feather of a brickish red . her jacket was black , with black beads"
"2107",1661,"sewn upon it , and a fringe of little black jet ornaments . her"
"2108",1661,"dress was brown , rather darker than coffee colour , with a little"
"2109",1661,"purple plush at the neck and sleeves . her gloves were greyish and"
"2110",1661,"were worn through at the right forefinger . her boots i didnt"
"2111",1661,"observe . she had small round , hanging gold earrings , and a"
"2112",1661,"general air of being fairly welltodo in a vulgar , comfortable ,"
"2113",1661,"easygoing way ."
"2114",1661,"sherlock holmes clapped his hands softly together and chuckled ."
"2115",1661,"pon my word , watson , you are coming along wonderfully . you have"
"2116",1661,"really done very well indeed . it is true that you have missed"
"2117",1661,"everything of importance , but you have hit upon the method , and"
"2118",1661,"you have a quick eye for colour . never trust to general"
"2119",1661,"impressions , my boy , but concentrate yourself upon details . my"
"2120",1661,"first glance is always at a womans sleeve . in a man it is"
"2121",1661,"perhaps better first to take the knee of the trouser . as you"
"2122",1661,"observe , this woman had plush upon her sleeves , which is a most"
"2123",1661,"useful material for showing traces . the double line a little"
"2124",1661,"above the wrist , where the typewritist presses against the table ,"
"2125",1661,"was beautifully defined . the sewingmachine , of the hand type ,"
"2126",1661,"leaves a similar mark , but only on the left arm , and on the side"
"2127",1661,"of it farthest from the thumb , instead of being right across the"
"2128",1661,"broadest part , as this was . i then glanced at her face , and ,"
"2129",1661,"observing the dint of a pincenez at either side of her nose , i"
"2130",1661,"ventured a remark upon short sight and typewriting , which seemed"
